mood,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Calm,Mood,Morning After,dvsn,4L1eqdFY10yO7tMzvRp0sx,2017-10-13,51,215044,0.622,0.318,0.446,0.0135,0.0904,0.168,-9.647,0.22,68.85,9,4
Calm,Come Through and Chill (feat. J. Cole & Salaam Remi),War & Leisure,Miguel,1m8WpLYXEiNVZchsWEcCSy,2017-12-01,69,322000,0.461,0.158,0.653,0.0,0.197,0.588,-8.617,0.327,81.628,6,1
Calm,Easy,Drive Slow,Mac Ayres,58dSdjfEYNSxte1aNVxuNf,2017-08-11,68,314357,0.722,0.373,0.282,0.00557,0.147,0.217,-7.484,0.106,91.367,5,4
Calm,Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,79MSEdtXuudhGhC5AtG07g,2013-07-01,80,99213,0.596,0.0199,0.678,0.004,0.418,0.259,-5.18,0.0335,117.066,9,4
Calm,Wat's Wrong (feat. Zacari & Kendrick Lamar),The Sun's Tirade,Isaiah Rashad,2RPbEp0DyBVlkRvvYKopO7,2016-09-02,67,330783,0.706,0.151,0.688,0.0,0.466,0.313,-6.357,0.269,125.966,1,4
Calm,Free Lunch,The Sun's Tirade,Isaiah Rashad,5FX89IUKm9QJT9ymrmyK4k,2016-09-02,59,192029,0.865,0.223,0.472,5.39e-05,0.109,0.843,-7.359,0.237,130.011,11,4
Calm,Proud Of U (feat. Young Thug),Mirrorland,EARTHGANG,4u8xrKWeF7xBO9kGwIk6u7,2019-09-06,56,238200,0.768,0.0691,0.456,0.0,0.162,0.39,-8.676,0.354,77.582,2,4
Calm,White Ferrari,Blonde,Frank Ocean,2LMkwUfqC6S6s6qDVlEuzV,2016-08-20,77,248807,0.444,0.784,0.0924,0.0,0.304,0.219,-15.605,0.0366,108.917,0,4
Calm,Lost,channel ORANGE,Frank Ocean,3GZD6HmiNUhxXYf8Gch723,2012-07-10,86,234093,0.913,0.0272,0.603,0.000503,0.167,0.497,-4.892,0.226,123.061,8,4
Calm,Painkiller,Free Time,Ruel,1YlulsUKDduOmC7WxvXYPW,2019-09-13,71,213506,0.683,0.0875,0.42,0.0,0.225,0.469,-6.51,0.0542,128.621,5,4
Calm,telepatía,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B,2020-12-04,83,160191,0.653,0.112,0.524,0.0,0.203,0.553,-9.016,0.0502,83.97,11,4
